province,region,site_name,site_id,date,waypoint_number,latitude,longitude,larva,nymphs,male,females,litter_depth,soil_humidity,canopy_cover,tick_total,tick_presence,tick_density
Ontario,Ottawa-Gatineau,,OG7 (Benoit),2019-06-13,555,45.3242988586426,-75.6919021606445,0,0,0,0,3,10,52.6,0,0,0
Ontario,Ottawa-Gatineau,,OG7 (Roman),2019-06-13,531,45.3244018554688,-75.6920013427734,0,0,0,0,3,10,74.2,0,0,0
Ontario,Ottawa-Gatineau,,OG7 (Benoit),2019-06-13,563,45.3233985900879,-75.6930999755859,0,0,2,0,5,15,100,2,1,0.01
Ontario,Ottawa-Gatineau,,OG7 (Roman),2019-06-13,539,45.3233985900879,-75.6931991577148,0,0,0,2,5,30,100,2,1,0.01
Ontario,Ottawa-Gatineau,,OG7 (Benoit),2019-06-13,571,45.3222999572754,-75.6923980712891,0,0,0,0,4,25,100,0,0,0
Ontario,Ottawa-Gatineau,,OG7 (Roman),2019-06-13,547,45.3222999572754,-75.6923980712891,0,0,0,1,5,20,100,1,1,0.005
Ontario,Ottawa-Gatineau,,OG7 (Benoit),2019-06-13,579,45.3230018615723,-75.6917037963867,0,0,0,0,5,10,100,0,0,0
Ontario,Ottawa-Gatineau,,OG7 (Roman),2019-06-13,555,45.3230018615723,-75.6918029785156,0,0,0,0,5,10,100,0,0,0
Ontario,Ottawa-Gatineau,,OG7 (Benoit),2019-06-13,587,45.3226013183594,-75.6911010742188,0,0,0,0,10,20,100,0,0,0
Ontario,Ottawa-Gatineau,,OG7 (Roman),2019-06-13,563,45.3227996826172,-75.6911010742188,0,0,1,0,6,10,100,1,1,0.005
Ontario,Ottawa-Gatineau,,OG8 (Benoit),2019-06-07,466,45.3904991149902,-75.5502014160156,0,0,0,0,1,40,98.6,0,0,0
Ontario,Ottawa-Gatineau,,OG8 (Roman),2019-06-07,449,45.3905982971191,-75.5503005981445,0,0,2,0,1,60,98.9,2,1,0.01
Ontario,Ottawa-Gatineau,,OG8 (Benoit),2019-06-07,474,45.3891983032227,-75.5487976074219,0,0,0,0,1,20,97.2,0,0,0
Ontario,Ottawa-Gatineau,,OG8 (Roman),2019-06-07,457,45.3891983032227,-75.5487976074219,0,0,0,0,3,50,98.4,0,0,0
Ontario,Ottawa-Gatineau,,OG8 (Benoit),2019-06-07,482,45.388599395752,-75.546501159668,0,0,0,0,0,10,0,0,0,0
Ontario,Ottawa-Gatineau,,OG8 (Roman),2019-06-07,465,45.388599395752,-75.5466003417969,0,0,1,0,0,10,0,1,1,0.005
Ontario,Ottawa-Gatineau,,OG8 (Benoit),2019-06-07,490,45.388500213623,-75.5439987182617,0,0,0,0,0,25,85.1,0,0,0
Ontario,Ottawa-Gatineau,,OG8 (Roman),2019-06-07,473,45.388500213623,-75.5439987182617,0,0,0,0,0,10,91.9,0,0,0
Ontario,Ottawa-Gatineau,,OG8 (Benoit),2019-06-07,498,45.3884010314941,-75.5411987304688,0,0,0,0,1,10,89.3,0,0,0
Ontario,Ottawa-Gatineau,,OG8 (Roman),2019-06-07,481,45.3884010314941,-75.5412979125977,0,0,0,0,3,10,100,0,0,0
Ontario,Ottawa-Gatineau,,OG9 (Benoit),2019-06-07,425,45.461498260498,-75.6255035400391,0,0,0,0,2,30,83.6,0,0,0
Ontario,Ottawa-Gatineau,,OG9 (Roman),2019-06-07,408,45.4631996154785,-75.6286010742188,0,0,0,0,7,55,97,0,0,0
Ontario,Ottawa-Gatineau,,OG9 (Benoit),2019-06-07,433,45.4616012573242,-75.6272964477539,0,0,0,0,1,60,96.1,0,0,0
Ontario,Ottawa-Gatineau,,OG9 (Roman),2019-06-07,416,45.4631996154785,-75.6313018798828,0,0,0,0,6,40,100,0,0,0
Ontario,Ottawa-Gatineau,,OG9 (Benoit),2019-06-07,441,45.4631004333496,-75.6275024414062,0,1,0,0,1,20,95.3,1,1,0.005
Ontario,Ottawa-Gatineau,,OG9 (Roman),2019-06-07,424,45.462100982666,-75.630500793457,0,0,0,0,4,40,100,0,0,0
Ontario,Ottawa-Gatineau,,OG9 (Benoit),2019-06-07,449,45.4631996154785,-75.6302032470703,0,0,0,0,1,80,100,0,0,0
Ontario,Ottawa-Gatineau,,OG9 (Roman),2019-06-07,432,45.4622001647949,-75.6279983520508,0,0,1,0,5,45,100,1,1,0.005
Ontario,Ottawa-Gatineau,,OG9 (Benoit),2019-06-07,457,45.4634017944336,-75.6314010620117,0,0,0,0,0,40,35.7,0,0,0
Ontario,Ottawa-Gatineau,,OG9 (Roman),2019-06-07,440,45.461498260498,-75.6298980712891,0,0,0,0,5,40,100,0,0,0
Ontario,Kingston,Kashwakamak Lake,KG1,2021-06-21,8,44.8667984008789,-77.0251998901367,0,0,0,0,1,5,97.92,0,0,0
Ontario,Kingston,Kashwakamak Lake,KG1,2021-06-21,16,44.8671989440918,-77.0225982666016,0,0,0,0,2,20,96.88,0,0,0
Ontario,Kingston,Kashwakamak Lake,KG1,2021-06-21,24,44.8675003051758,-77.0202026367188,0,0,0,0,2,30,100,0,0,0
Ontario,Kingston,Kashwakamak Lake,KG1,2021-06-21,32,44.8681983947754,-77.0179977416992,0,0,0,0,0.5,10,100,0,0,0
Ontario,Kingston,Kashwakamak Lake,KG1,2021-06-21,40,44.8690986633301,-77.0157012939453,0,0,0,0,1,10,100,0,0,0
Ontario,Kingston,Kashwakamak Lake,KG1,2021-06-21,8,44.8667984008789,-77.0251998901367,0,0,0,0,3,20,98.96,0,0,0
Ontario,Kingston,Kashwakamak Lake,KG1,2021-06-21,16,44.8672981262207,-77.0225982666016,0,0,0,0,1,15,98.96,0,0,0
Ontario,Kingston,Kashwakamak Lake,KG1,2021-06-21,24,44.8675003051758,-77.0203018188477,0,0,0,0,1,25,100,0,0,0
Ontario,Kingston,Kashwakamak Lake,KG1,2021-06-21,32,44.8681983947754,-77.0178985595703,0,0,0,0,2,25,97.92,0,0,0
Ontario,Kingston,Kashwakamak Lake,KG1,2021-06-21,40,44.8692016601562,-77.0157012939453,0,0,0,0,2,25,100,0,0,0
Ontario,Kingston,Wolfe Island,KG10,2021-06-22,173,44.1226005554199,-76.4489974975586,0,0,0,0,0,40,0,0,0,0
Ontario,Kingston,Wolfe Island,KG10,2021-06-22,181,44.1209983825684,-76.4476013183594,0,0,0,0,0,20,83.36,0,0,0
Ontario,Kingston,Wolfe Island,KG10,2021-06-22,189,44.1193008422852,-76.4477005004883,0,1,0,0,0,40,100,1,1,0.005
Ontario,Kingston,Wolfe Island,KG10,2021-06-22,197,44.1183013916016,-76.4495010375977,0,0,0,0,1,20,100,0,0,0
Ontario,Kingston,Wolfe Island,KG10,2021-06-22,205,44.1169013977051,-76.4504013061523,0,3,0,0,0,75,89.6,3,1,0.015
Ontario,Kingston,Wolfe Island,KG10,2021-06-22,173,44.1227989196777,-76.4492034912109,0,0,0,0,0,10,75.04,0,0,0
Ontario,Kingston,Wolfe Island,KG10,2021-06-22,181,44.1213989257812,-76.4478988647461,0,0,0,0,2,10,97.92,0,0,0
Ontario,Kingston,Wolfe Island,KG10,2021-06-22,189,44.119800567627,-76.4474029541016,0,0,0,0,1,30,98.96,0,0,0
Ontario,Kingston,Wolfe Island,KG10,2021-06-22,197,44.1184997558594,-76.4489974975586,0,0,0,0,1,55,98.96,0,0,0
Ontario,Kingston,Wolfe Island,KG10,2021-06-22,205,44.1172981262207,-76.4504013061523,0,0,0,0,0,20,81.28,0,0,0
Ontario,Kingston,Arrowhead Beach Park,KG11,2021-06-21,91,44.2346000671387,-76.4514007568359,0,0,0,0,4,20,100,0,0,0
Ontario,Kingston,Arrowhead Beach Park,KG11,2021-06-21,99,44.2330017089844,-76.4522018432617,0,2,0,0,4,30,100,2,1,0.01
Ontario,Kingston,Arrowhead Beach Park,KG11,2021-06-21,107,44.2318000793457,-76.4543991088867,0,6,0,0,0,10,41.7656,6,1,0.03
Ontario,Kingston,Arrowhead Beach Park,KG11,2021-06-21,115,44.2308006286621,-76.456298828125,0,1,0,0,0,10,0,1,1,0.005
Ontario,Kingston,Arrowhead Beach Park,KG11,2021-06-21,123,44.2294006347656,-76.4581985473633,0,0,0,0,0,10,0,0,0,0
Ontario,Kingston,Arrowhead Beach Park,KG11,2021-06-21,135,44.2347984313965,-76.4508972167969,0,1,0,0,0,10,86.48,1,1,0.005
Ontario,Kingston,Arrowhead Beach Park,KG11,2021-06-21,143,44.2346000671387,-76.4514007568359,0,0,0,0,3,20,100,0,0,0
Ontario,Kingston,Arrowhead Beach Park,KG11,2021-06-21,151,44.2335014343262,-76.4520034790039,0,0,0,0,0,35,100,0,0,0
Ontario,Kingston,Arrowhead Beach Park,KG11,2021-06-21,159,44.2319984436035,-76.4539031982422,0,6,0,2,0,10,85.44,8,1,0.04
Ontario,Kingston,Arrowhead Beach Park,KG11,2021-06-21,167,44.230899810791,-76.4558029174805,0,2,0,0,0,10,100,2,1,0.01
Ontario,Kingston,Belle Island (Cataraqui Park),KG12,2021-06-22,214,44.2494010925293,-76.4850006103516,0,0,0,0,0,15,83.36,0,0,0
Ontario,Kingston,Belle Island (Cataraqui Park),KG12,2021-06-22,222,44.2484016418457,-76.4838027954102,0,0,0,0,0,25,0,0,0,0
Ontario,Kingston,Belle Island (Cataraqui Park),KG12,2021-06-22,230,44.2490997314453,-76.4814987182617,0,0,0,0,0,20,81.28,0,0,0
Ontario,Kingston,Belle Island (Cataraqui Park),KG12,2021-06-22,238,44.2495994567871,-76.4792022705078,0,0,0,0,1,20,87.52,0,0,0
Ontario,Kingston,Belle Island (Cataraqui Park),KG12,2021-06-22,246,44.25,-76.4767990112305,0,0,0,0,1,25,100,0,0,0
Ontario,Kingston,Belle Island (Cataraqui Park),KG12,2021-06-22,214,44.2494010925293,-76.4850006103516,0,0,0,0,0,30,77.12,0,0,0
Ontario,Kingston,Belle Island (Cataraqui Park),KG12,2021-06-22,222,44.2484016418457,-76.4835968017578,0,0,0,0,0,20,94.8,0,0,0
Ontario,Kingston,Belle Island (Cataraqui Park),KG12,2021-06-22,230,44.2491989135742,-76.4811019897461,0,0,0,0,1,30,76.08,0,0,0
Ontario,Kingston,Belle Island (Cataraqui Park),KG12,2021-06-22,238,44.249698638916,-76.4785003662109,0,0,0,0,1,25,97.92,0,0,0
Ontario,Kingston,Belle Island (Cataraqui Park),KG12,2021-06-22,246,44.25,-76.475700378418,0,0,0,0,1,10,100,0,0,0
Ontario,Kingston,Grass Creek Park,KG13,2021-06-22,214,44.2951011657715,-76.3137969970703,0,0,0,0,0,10,0,0,0,0
Ontario,Kingston,Grass Creek Park,KG13,2021-06-22,222,44.2938995361328,-76.3124008178711,0,0,0,0,0,15,0,0,0,0
Ontario,Kingston,Grass Creek Park,KG13,2021-06-22,230,44.2932014465332,-76.3110961914062,0,0,0,0,0,20,0,0,0,0
Ontario,Kingston,Grass Creek Park,KG13,2021-06-22,238,44.2925987243652,-76.3093032836914,0,0,0,0,0,10,0,0,0,0
Ontario,Kingston,Grass Creek Park,KG13,2021-06-22,246,44.2915992736816,-76.3096008300781,0,0,0,0,0,10,0,0,0,0
Ontario,Kingston,Grass Creek Park,KG13,2021-06-22,259,44.2947006225586,-76.314697265625,0,0,0,0,0,20,75.04,0,0,0
Ontario,Kingston,Grass Creek Park,KG13,2021-06-22,267,44.293701171875,-76.3134002685547,0,0,0,0,0,30,0,0,0,0
Ontario,Kingston,Grass Creek Park,KG13,2021-06-22,275,44.2923011779785,-76.3119964599609,0,0,0,0,0,10,82.32,0,0,0
Ontario,Kingston,Grass Creek Park,KG13,2021-06-22,283,44.2910003662109,-76.3128967285156,0,0,0,0,0,70,75.04,0,0,0
Ontario,Kingston,Grass Creek Park,KG13,2021-06-22,291,44.2910003662109,-76.3125991821289,0,0,0,0,0,50,0,0,0,0
Ontario,Kingston,Marshlands Conservation Area,KG14,2021-06-22,255,44.2221984863281,-76.5374984741211,0,0,0,0,0,20,87.52,0,0,0
Ontario,Kingston,Marshlands Conservation Area,KG14,2021-06-22,263,44.2240982055664,-76.5376968383789,0,0,0,0,0,20,96.88,0,0,0
Ontario,Kingston,Marshlands Conservation Area,KG14,2021-06-22,271,44.2258987426758,-76.5379028320312,0,0,0,0,0,15,100,0,0,0
Ontario,Kingston,Marshlands Conservation Area,KG14,2021-06-22,279,44.2272987365723,-76.53759765625,0,0,0,0,0,60,95.84,0,0,0
Ontario,Kingston,Marshlands Conservation Area,KG14,2021-06-22,287,44.2290992736816,-76.5378036499023,0,0,0,0,1,75,100,0,0,0
Ontario,Kingston,Marshlands Conservation Area,KG14,2021-06-22,255,44.2224006652832,-76.5374984741211,0,0,0,0,0,25,96.88,0,0,0
Ontario,Kingston,Marshlands Conservation Area,KG14,2021-06-22,263,44.2243003845215,-76.5376968383789,0,0,0,0,0,20,94.8,0,0,0
Ontario,Kingston,Marshlands Conservation Area,KG14,2021-06-22,271,44.2261009216309,-76.5380020141602,0,0,0,0,0,70,97.92,0,0,0
Ontario,Kingston,Marshlands Conservation Area,KG14,2021-06-22,279,44.2276000976562,-76.53759765625,0,0,0,0,0,55,96.88,0,0,0
Ontario,Kingston,Marshlands Conservation Area,KG14,2021-06-22,287,44.2294006347656,-76.5378036499023,0,0,0,0,1,30,95.84,0,0,0
Ontario,Kingston,ON Route Napanee (forest area behind Hwy 401 rest stop),KG15,2021-06-21,9,44.2807006835938,-76.8016967773438,0,1,0,0,1,20,75.04,1,1,0.005
Ontario,Kingston,ON Route Napanee (forest area behind Hwy 401 rest stop),KG15,2021-06-21,17,44.2812995910645,-76.8016967773438,0,1,0,0,0,15,78.16,1,1,0.005
Ontario,Kingston,ON Route Napanee (forest area behind Hwy 401 rest stop),KG15,2021-06-21,25,44.2812004089355,-76.8019027709961,0,1,0,0,0,25,96.88,1,1,0.005
Ontario,Kingston,ON Route Napanee (forest area behind Hwy 401 rest stop),KG15,2021-06-21,33,44.2812004089355,-76.8028030395508,0,0,0,0,0,35,93.76,0,0,0
Ontario,Kingston,ON Route Napanee (forest area behind Hwy 401 rest stop),KG15,2021-06-21,41,44.2807998657227,-76.8038024902344,0,1,0,0,0,25,0,1,1,0.005
Ontario,Kingston,ON Route Napanee (forest area behind Hwy 401 rest stop),KG15,2021-06-21,9,44.2816009521484,-76.8038024902344,0,0,0,0,0,20,83.36,0,0,0
Ontario,Kingston,ON Route Napanee (forest area behind Hwy 401 rest stop),KG15,2021-06-21,17,44.2821006774902,-76.8028030395508,0,1,0,0,0,30,81.28,1,1,0.005
Ontario,Kingston,ON Route Napanee (forest area behind Hwy 401 rest stop),KG15,2021-06-21,25,44.2809982299805,-76.8042984008789,0,0,0,0,0,10,75.04,0,0,0
Ontario,Kingston,ON Route Napanee (forest area behind Hwy 401 rest stop),KG15,2021-06-21,33,44.2817993164062,-76.8028030395508,0,0,0,0,0,20,95.84,0,0,0
Ontario,Kingston,ON Route Napanee (forest area behind Hwy 401 rest stop),KG15,2021-06-21,41,44.2812995910645,-76.8024978637695,0,1,0,0,0,30,100,1,1,0.005
Ontario,Kingston,Channelview Park,KG2,2021-06-22,173,44.2806015014648,-76.331298828125,0,0,0,0,3,20,100,0,0,0
Ontario,Kingston,Channelview Park,KG2,2021-06-22,181,44.2803001403809,-76.3326034545898,0,4,0,0,2,15,100,4,1,0.02
Ontario,Kingston,Channelview Park,KG2,2021-06-22,189,44.279899597168,-76.3345031738281,0,6,0,0,2,20,100,6,1,0.03
Ontario,Kingston,Channelview Park,KG2,2021-06-22,197,44.2803001403809,-76.3342971801758,0,0,0,0,6,30,87.52,0,0,0
Ontario,Kingston,Channelview Park,KG2,2021-06-22,205,44.2811012268066,-76.3331985473633,0,5,0,0,5,25,82.32,5,1,0.025
Ontario,Kingston,Channelview Park,KG2,2021-06-22,218,44.2809982299805,-76.3313980102539,0,0,0,0,1,50,81.28,0,0,0
Ontario,Kingston,Channelview Park,KG2,2021-06-22,226,44.2815017700195,-76.3324966430664,0,0,0,0,2,10,100,0,0,0
Ontario,Kingston,Channelview Park,KG2,2021-06-22,233,44.2809982299805,-76.3311004638672,0,0,0,0,0,10,100,0,0,0
Ontario,Kingston,Channelview Park,KG2,2021-06-22,242,44.2820014953613,-76.3292007446289,0,5,0,0,5,10,100,5,1,0.025
Ontario,Kingston,Channelview Park,KG2,2021-06-22,250,44.2826995849609,-76.3279037475586,0,1,0,0,0,10,75.04,1,1,0.005
Ontario,Kingston,Little Cataraqui Creek,KG3,2021-06-21,132,44.2845001220703,-76.5095977783203,0,1,0,0,0,20,93.76,1,1,0.005
Ontario,Kingston,Little Cataraqui Creek,KG3,2021-06-21,140,44.2862014770508,-76.5093002319336,0,0,0,0,0,30,87.52,0,0,0
Ontario,Kingston,Little Cataraqui Creek,KG3,2021-06-21,148,44.2881011962891,-76.5098037719727,0,2,1,1,1,15,93.76,4,1,0.02
Ontario,Kingston,Little Cataraqui Creek,KG3,2021-06-21,156,44.2896995544434,-76.5102996826172,0,1,1,0,0,25,81.28,2,1,0.01
Ontario,Kingston,Little Cataraqui Creek,KG3,2021-06-21,164,44.2915000915527,-76.5108032226562,0,0,0,0,0,20,81.28,0,0,0
Ontario,Kingston,Little Cataraqui Creek,KG3,2021-06-21,132,44.2845001220703,-76.5095977783203,0,1,0,0,0,30,90.64,1,1,0.005
Ontario,Kingston,Little Cataraqui Creek,KG3,2021-06-21,140,44.2863006591797,-76.5093994140625,0,1,0,0,0,20,84.4,1,1,0.005
Ontario,Kingston,Little Cataraqui Creek,KG3,2021-06-21,148,44.288200378418,-76.5099029541016,0,2,0,1,1,40,97.92,3,1,0.015
Ontario,Kingston,Little Cataraqui Creek,KG3,2021-06-21,156,44.2899017333984,-76.510498046875,0,0,2,2,0,10,75.04,4,1,0.02
Ontario,Kingston,Little Cataraqui Creek,KG3,2021-06-21,164,44.2918014526367,-76.5108032226562,0,2,1,1,0,10,77.12,4,1,0.02
Ontario,Kingston,Lake Opinicon (QUBS),KG4,2021-06-23,255,44.5684013366699,-76.323600769043,0,3,0,0,2,30,100,3,1,0.015
Ontario,Kingston,Lake Opinicon (QUBS),KG4,2021-06-23,263,44.5694007873535,-76.3223037719727,0,5,0,0,3,25,100,5,1,0.025
Ontario,Kingston,Lake Opinicon (QUBS),KG4,2021-06-23,271,44.5682983398438,-76.3218994140625,0,4,0,0,3,20,91.68,4,1,0.02
Ontario,Kingston,Lake Opinicon (QUBS),KG4,2021-06-23,279,44.5670013427734,-76.3234024047852,0,3,0,1,4,30,96.88,4,1,0.02
Ontario,Kingston,Lake Opinicon (QUBS),KG4,2021-06-23,287,44.5674018859863,-76.3245010375977,0,5,0,0,3,20,100,5,1,0.025
Ontario,Kingston,Lake Opinicon (QUBS),KG4,2021-06-23,296,44.5670013427734,-76.3254013061523,0,0,0,0,4,15,100,0,0,0
Ontario,Kingston,Lake Opinicon (QUBS),KG4,2021-06-23,304,44.5663986206055,-76.3267974853516,0,1,0,0,2,15,100,1,1,0.005
Ontario,Kingston,Lake Opinicon (QUBS),KG4,2021-06-23,312,44.5676002502441,-76.3254013061523,0,0,0,0,2,10,98.96,0,0,0
Ontario,Kingston,Lake Opinicon (QUBS),KG4,2021-06-23,320,44.5668983459473,-76.3251037597656,0,1,0,0,2,15,100,1,1,0.005
Ontario,Kingston,Lake Opinicon (QUBS),KG4,2021-06-23,328,44.5667991638184,-76.3253021240234,0,3,0,0,2,30,100,3,1,0.015
Ontario,Kingston,Perth Road,KG5,2021-06-23,296,44.4715995788574,-76.4934997558594,0,0,0,0,0,50,0,0,0,0
Ontario,Kingston,Perth Road,KG5,2021-06-23,303,44.4706993103027,-76.4955978393555,0,1,0,0,1,20,91.68,1,1,0.005
Ontario,Kingston,Perth Road,KG5,2021-06-23,312,44.470100402832,-76.4975967407227,0,0,0,0,1,15,77.12,0,0,0
Ontario,Kingston,Perth Road,KG5,2021-06-23,320,44.4696006774902,-76.5002975463867,0,0,0,0,1,20,97.92,0,0,0
Ontario,Kingston,Perth Road,KG5,2021-06-23,328,44.4690017700195,-76.502799987793,0,0,0,0,0,20,81.28,0,0,0
Ontario,Kingston,Perth Road,KG5,2021-06-23,301,44.4718017578125,-76.4932022094727,0,0,0,0,0,50,76.08,0,0,0
Ontario,Kingston,Perth Road,KG5,2021-06-23,309,44.4709014892578,-76.495002746582,0,0,0,0,3,10,100,0,0,0
Ontario,Kingston,Perth Road,KG5,2021-06-23,317,44.4700012207031,-76.4977035522461,0,0,0,0,0,10,100,0,0,0
Ontario,Kingston,Perth Road,KG5,2021-06-23,325,44.4695014953613,-76.5002975463867,0,0,0,0,0,10,100,0,0,0
Ontario,Kingston,Perth Road,KG5,2021-06-23,333,44.4690017700195,-76.5027008056641,0,0,0,0,0,10,94.8,0,0,0
Ontario,Kingston,Roblin,KG6,2021-06-21,50,44.3732986450195,-77.0190963745117,0,0,0,0,0,10,100,0,0,0
Ontario,Kingston,Roblin,KG6,2021-06-21,58,44.3708992004395,-77.0188980102539,0,0,0,0,0,15,43.84,0,0,0
Ontario,Kingston,Roblin,KG6,2021-06-21,66,44.369800567627,-77.0216979980469,0,0,0,0,0,10,20.96,0,0,0
Ontario,Kingston,Roblin,KG6,2021-06-21,74,44.3700981140137,-77.0202026367188,0,0,0,0,0,10,0,0,0,0
Ontario,Kingston,Roblin,KG6,2021-06-21,82,44.3708000183105,-77.0180969238281,0,0,0,0,0,15,100,0,0,0
Ontario,Kingston,Roblin,KG6,2021-06-21,50,44.3754997253418,-77.0189971923828,0,0,0,0,0,30,89.6,0,0,0
Ontario,Kingston,Roblin,KG6,2021-06-21,58,44.3741989135742,-77.0192031860352,0,0,0,0,0,20,75.04,0,0,0
Ontario,Kingston,Roblin,KG6,2021-06-21,66,44.372501373291,-77.0185012817383,0,0,0,0,0,20,75.04,0,0,0
Ontario,Kingston,Roblin,KG6,2021-06-21,74,44.3708992004395,-77.0177001953125,0,0,0,0,0,30,75.04,0,0,0
Ontario,Kingston,Roblin,KG6,2021-06-21,82,44.3702011108398,-77.0199966430664,0,0,0,0,1,10,90.64,0,0,0
Ontario,Kingston,Napanee (park near town),KG7,2021-06-21,50,44.2606010437012,-76.943603515625,0,0,0,0,0,30,90.64,0,0,0
Ontario,Kingston,Napanee (park near town),KG7,2021-06-21,58,44.2621994018555,-76.9425964355469,0,0,0,0,0,30,87.52,0,0,0
Ontario,Kingston,Napanee (park near town),KG7,2021-06-21,66,44.2634010314941,-76.9430999755859,0,0,0,0,0,20,0,0,0,0
Ontario,Kingston,Napanee (park near town),KG7,2021-06-21,74,44.2621002197266,-76.9437026977539,0,0,0,0,0,30,0,0,0,0
Ontario,Kingston,Napanee (park near town),KG7,2021-06-21,82,44.2612991333008,-76.9457015991211,0,0,0,0,0,20,100,0,0,0
Ontario,Kingston,Napanee (park near town),KG7,2021-06-21,50,44.2554016113281,-76.9433975219727,0,0,0,0,0,10,75.04,0,0,0
Ontario,Kingston,Napanee (park near town),KG7,2021-06-21,58,44.2545013427734,-76.9440002441406,0,0,0,0,0,55,81.28,0,0,0
Ontario,Kingston,Napanee (park near town),KG7,2021-06-21,66,44.2550010681152,-76.9431991577148,0,0,0,0,0,30,85.44,0,0,0
Ontario,Kingston,Napanee (park near town),KG7,2021-06-21,74,44.2565994262695,-76.9434967041016,0,0,0,0,0,30,100,0,0,0
Ontario,Kingston,Napanee (park near town),KG7,2021-06-21,82,44.2556991577148,-76.943603515625,0,0,0,0,0,15,75.04,0,0,0
Ontario,Kingston,Parrot’s Bay,KG8,2021-06-21,91,44.2164001464844,-76.6945037841797,0,0,0,0,1,65,92.72,0,0,0
Ontario,Kingston,Parrot’s Bay,KG8,2021-06-21,99,44.2167015075684,-76.6968994140625,0,1,0,0,1,30,84.4,1,1,0.005
Ontario,Kingston,Parrot’s Bay,KG8,2021-06-21,107,44.2182006835938,-76.6970977783203,0,1,0,0,1,70,97.92,1,1,0.005
Ontario,Kingston,Parrot’s Bay,KG8,2021-06-21,115,44.219799041748,-76.6958999633789,0,2,0,0,0,90,97.92,2,1,0.01
Ontario,Kingston,Parrot’s Bay,KG8,2021-06-21,123,44.2215003967285,-76.695198059082,0,3,0,0,1,65,100,3,1,0.015
Ontario,Kingston,Parrot’s Bay,KG8,2021-06-21,91,44.2164001464844,-76.6947021484375,0,0,0,0,1,55,95.84,0,0,0
Ontario,Kingston,Parrot’s Bay,KG8,2021-06-21,99,44.2167015075684,-76.6968994140625,0,0,0,0,2,40,94.9,0,0,0
Ontario,Kingston,Parrot’s Bay,KG8,2021-06-21,107,44.2178001403809,-76.6973037719727,0,0,0,0,1,70,100,0,0,0
Ontario,Kingston,Parrot’s Bay,KG8,2021-06-21,115,44.2193984985352,-76.6962966918945,0,0,0,0,2,45,97.92,0,0,0
Ontario,Kingston,Parrot’s Bay,KG8,2021-06-21,123,44.2210006713867,-76.695198059082,0,1,0,0,1,40,100,1,1,0.005
Ontario,Kingston,Amherst Island,KG9,2021-06-22,132,44.1370010375977,-76.7976989746094,0,2,0,0,0,10,13.68,2,1,0.01
Ontario,Kingston,Amherst Island,KG9,2021-06-22,140,44.1356010437012,-76.7963027954102,0,4,0,0,0,10,75.04,4,1,0.02
Ontario,Kingston,Amherst Island,KG9,2021-06-22,148,44.1343002319336,-76.7949981689453,0,10,0,0,0,10,97.92,10,1,0.05
Ontario,Kingston,Amherst Island,KG9,2021-06-22,156,44.1328010559082,-76.793701171875,0,4,0,0,0,10,0,4,1,0.02
Ontario,Kingston,Amherst Island,KG9,2021-06-22,164,44.1311988830566,-76.7929000854492,0,8,0,0,0,10,0,8,1,0.04
Ontario,Kingston,Amherst Island,KG9,2021-06-22,177,44.1371002197266,-76.7977981567383,0,3,0,0,0,10,77.12,3,1,0.015
Ontario,Kingston,Amherst Island,KG9,2021-06-22,185,44.1357002258301,-76.7963027954102,0,2,0,0,0,10,100,2,1,0.01
Ontario,Kingston,Amherst Island,KG9,2021-06-22,193,44.1343002319336,-76.7949981689453,0,6,0,0,0,10,95.84,6,1,0.03
Ontario,Kingston,Amherst Island,KG9,2021-06-22,201,44.1328010559082,-76.793701171875,0,2,0,0,0,10,0,2,1,0.01
Ontario,Kingston,Amherst Island,KG9,2021-06-22,209,44.1311988830566,-76.7929000854492,0,6,0,0,0,20,0,6,1,0.03
,,,,,,,,,,,,,,,0,0,0
Ontario,Ottawa-Gatineau,Guillot Park,OG1,2021-06-29,296,45.3814010620117,-75.8196029663086,0,0,0,0,2,20,100,0,0,0
Ontario,Ottawa-Gatineau,Guillot Park,OG1,2021-06-29,304,45.3819999694824,-75.8173980712891,0,0,0,0,3,40,87.52,0,0,0
Ontario,Ottawa-Gatineau,Guillot Park,OG1,2021-06-29,312,45.3823013305664,-75.8149032592773,0,0,0,0,1,40,100,0,0,0
Ontario,Ottawa-Gatineau,Guillot Park,OG1,2021-06-29,320,45.3810997009277,-75.8125991821289,0,0,0,0,2,30,62.56,0,0,0
Ontario,Ottawa-Gatineau,Guillot Park,OG1,2021-06-29,328,45.380199432373,-75.8098983764648,0,0,0,0,0,10,46.96,0,0,0
Ontario,Ottawa-Gatineau,Guillot Park,OG1,2021-06-29,338,45.3811988830566,-75.8110961914062,0,0,0,0,0,10,44.88,0,0,0
Ontario,Ottawa-Gatineau,Guillot Park,OG1,2021-06-29,346,45.3821983337402,-75.8136978149414,0,0,0,0,2,25,68.8,0,0,0
Ontario,Ottawa-Gatineau,Guillot Park,OG1,2021-06-29,354,45.3824996948242,-75.8167037963867,0,0,0,0,1,20,100,0,0,0
Ontario,Ottawa-Gatineau,Guillot Park,OG1,2021-06-29,363,45.3819007873535,-75.8195037841797,0,0,0,0,3,35,89.6,0,0,0
Ontario,Ottawa-Gatineau,Guillot Park,OG1,2021-06-29,370,45.3811988830566,-75.8217010498047,0,0,0,0,2,15,100,0,0,0
