"","province","region","site_name","site_id","year","date","waypoint_number","latitude","longitude","larva","nymphs","male","females","litter_depth","soil_humidity","canopy_cover"
"398","ON","Sault Ste. Marie","Pancake Bay Provincial Park","SM5",2022,"44765",8,46.97211667,-84.7012,0,0,0,0,"3","2.2999999999999998","95.831999999999994"
"399","ON","Sault Ste. Marie","Pancake Bay Provincial Park","SM5",2022,"44765",16,46.973,-84.69875,0,0,0,0,"1.9","2","100"
"400","ON","Sault Ste. Marie","Pancake Bay Provincial Park","SM5",2022,"44765",24,46.97213333,-84.69626667,0,0,0,0,"3","1.5","87.495999999999995"
"401","ON","Sault Ste. Marie","Pancake Bay Provincial Park","SM5",2022,"44765",32,46.97253333,-84.69356667,0,0,0,0,"2.9","2.8","83.328000000000003"
"402","ON","Sault Ste. Marie","Pancake Bay Provincial Park","SM5",2022,"44765",40,46.9725,-84.69075,0,0,0,0,"1.8","2","91.664000000000001"
"403","ON","Sault Ste. Marie","Pancake Bay Provincial Park","SM5",2022,"44765",48,46.972,-84.70098333,0,0,0,0,"3.3","1.8","87.495999999999995"
"404","ON","Sault Ste. Marie","Pancake Bay Provincial Park","SM5",2022,"44765",56,46.97305,-84.69868333,0,0,0,0,"2.2999999999999998","1.2","87.495999999999995"
"405","ON","Sault Ste. Marie","Pancake Bay Provincial Park","SM5",2022,"44765",64,46.97213333,-84.69618333,0,0,0,0,"2.7","2.2000000000000002","91.664000000000001"
"406","ON","Sault Ste. Marie","Pancake Bay Provincial Park","SM5",2022,"44765",72,46.97248333,-84.69348333,0,0,0,0,"3.3","1.7","91.664000000000001"
"407","ON","Sault Ste. Marie","Pancake Bay Provincial Park","SM5",2022,"44765",80,46.97246667,-84.69065,0,0,0,0,"2.2999999999999998","2.5","91.664000000000001"
"408","ON","London","Parkhill Conservation Area","LD1",2022,"44726",8,43.1632,-81.65365,0,0,0,0,"3.2","5.8","95.831999999999994"
"409","ON","London","Parkhill Conservation Area","LD1",2022,"44726",16,43.16285,-81.65176667,0,0,0,0,"5.4","4.5","66.656000000000006"
"410","ON","London","Parkhill Conservation Area","LD1",2022,"44726",24,43.16166667,-81.64945,0,0,0,0,"2.8","4.3","100"
"411","ON","London","Parkhill Conservation Area","LD1",2022,"44726",32,43.16121667,-81.64998333,0,0,0,0,"2.2999999999999998","7.2","70.823999999999998"
"412","ON","London","Parkhill Conservation Area","LD1",2022,"44726",40,43.16271667,-81.6471,0,0,0,0,"2.7","7.7","100"
"413","ON","London","Parkhill Conservation Area","LD1",2022,"44726",48,43.16315,-81.6537,0,2,0,0,"0.7","8","54.152000000000001"
"414","ON","London","Parkhill Conservation Area","LD1",2022,"44726",56,43.16263333,-81.6537,0,0,0,0,"3.2","2.5","49.983999999999995"
"415","ON","London","Parkhill Conservation Area","LD1",2022,"44726",64,43.16166667,-81.65168333,0,0,0,0,"1.7","4.5","49.983999999999995"
"416","ON","London","Parkhill Conservation Area","LD1",2022,"44726",72,43.16111667,-81.64955,0,0,0,0,"1","7","0"
"417","ON","London","Parkhill Conservation Area","LD1",2022,"44726",80,43.16275,-81.65001667,0,0,0,0,"3.2","7.5","91.664000000000001"
"418","ON","London","Longwood Roads Conservation Area","LD2",2022,"44726",8,42.88388333,-81.47425,0,0,0,0,"1","5","83.328000000000003"
"419","ON","London","Longwood Roads Conservation Area","LD2",2022,"44726",16,42.88458333,-81.47208333,0,0,1,0,"4.2","6.2","79.16"
"420","ON","London","Longwood Roads Conservation Area","LD2",2022,"44726",24,42.88396667,-81.47231667,0,0,0,0,"3","3","79.16"
"421","ON","London","Longwood Roads Conservation Area","LD2",2022,"44726",32,42.89996667,-81.47375,0,0,0,0,"3.5","4.2","62.488"
"422","ON","London","Longwood Roads Conservation Area","LD2",2022,"44726",40,42.88391667,-81.47545,0,0,0,0,"0.5","4","79.16"
"423","ON","London","Longwood Roads Conservation Area","LD2",2022,"44726",48,42.88398333,-81.4743,0,0,0,0,"1.8","6","100"
"424","ON","London","Longwood Roads Conservation Area","LD2",2022,"44726",56,42.88453333,-81.47208333,0,0,0,0,"2.2999999999999998","6.7","83.328000000000003"
"425","ON","London","Longwood Roads Conservation Area","LD2",2022,"44726",64,42.88386667,-81.47221667,0,0,0,0,"3.4","2","91.664000000000001"
"426","ON","London","Longwood Roads Conservation Area","LD2",2022,"44726",72,42.88333333,-81.47373333,0,0,0,0,"2.9","6.3","87.495999999999995"
"427","ON","London","Longwood Roads Conservation Area","LD2",2022,"44726",80,42.88385,-81.47548333,0,0,0,0,"2.8","4.3","62.488"
"428","ON","London","Lake Whittaker Conservation Area","LD3",2022,"44728",8,42.91481667,-80.96343333,0,0,0,0,"4.5","6.8","100"
"429","ON","London","Lake Whittaker Conservation Area","LD3",2022,"44728",16,42.91715,-80.961,0,0,0,0,"2.4","6.7","0"
"430","ON","London","Lake Whittaker Conservation Area","LD3",2022,"44728",24,42.91858333,-80.96123333,0,0,0,0,"1.9","7.3","41.647999999999996"
"431","ON","London","Lake Whittaker Conservation Area","LD3",2022,"44728",32,42.91993333,-80.96271667,0,0,0,0,"3.1","3","79.16"
"432","ON","London","Lake Whittaker Conservation Area","LD3",2022,"44728",40,42.91963333,-80.96428333,0,0,0,0,"0","7","0"
"433","ON","London","Lake Whittaker Conservation Area","LD3",2022,"44728",48,42.91495,-80.95838333,0,0,0,0,"1.8","8","74.99199999999999"
"434","ON","London","Lake Whittaker Conservation Area","LD3",2022,"44728",56,42.91485,-80.95841667,0,0,0,0,"1.5","6.8","0"
"435","ON","London","Lake Whittaker Conservation Area","LD3",2022,"44728",64,42.91726667,-80.96075,0,0,0,0,"1.8","3.5","29.143999999999991"
"436","ON","London","Lake Whittaker Conservation Area","LD3",2022,"44728",72,42.91986667,-80.9627,0,0,0,0,"4","2","12.471999999999994"
"437","ON","London","Lake Whittaker Conservation Area","LD3",2022,"44728",80,42.9196,-80.96431667,0,0,0,0,"1.5","6.4","74.99199999999999"
"438","ON","London","Springwater Conservation Area","LD4",2022,"44727",8,42.74845,-81.01771667,0,0,0,0,"3.8","5","83.328000000000003"
"439","ON","London","Springwater Conservation Area","LD4",2022,"44727",16,42.74681667,-81.01826667,0,0,1,2,"3.2","5.3","87.495999999999995"
"440","ON","London","Springwater Conservation Area","LD4",2022,"44727",24,42.74538333,-81.01716667,0,0,0,1,"2.2000000000000002","4.2","74.99199999999999"
"441","ON","London","Springwater Conservation Area","LD4",2022,"44727",32,42.74356667,-81.01675,0,0,0,0,"3.9","1.8","95.831999999999994"
"442","ON","London","Springwater Conservation Area","LD4",2022,"44727",40,42.74246667,-81.01801667,0,0,0,0,"2.2000000000000002","4.8","100"
"443","ON","London","Springwater Conservation Area","LD4",2022,"44727",48,42.74865,-81.01955,0,0,0,0,"1.1000000000000001","3.5","70.823999999999998"
"444","ON","London","Springwater Conservation Area","LD4",2022,"44727",56,42.74685,-81.01826667,0,0,0,0,"0.7","3","95.831999999999994"
"445","ON","London","Springwater Conservation Area","LD4",2022,"44727",64,42.74538333,-81.01743333,0,0,0,0,"0.5","3.2","79.16"
"446","ON","London","Springwater Conservation Area","LD4",2022,"44727",72,42.74368333,-81.01703333,0,0,0,0,"3.5","2.5","70.823999999999998"
"447","ON","London","Springwater Conservation Area","LD4",2022,"44727",80,42.74231667,-81.01821667,0,0,0,0,"2","4.8","66.656000000000006"
"448","ON","London","Fanshawe Conservation Area","LD5",2022,"44736",8,43.0557,-81.17903333,0,0,0,0,"2.2000000000000002","3","95.831999999999994"
"449","ON","London","Fanshawe Conservation Area","LD5",2022,"44736",16,43.05518333,-81.17623333,0,0,0,0,"2.8","5","83.328000000000003"
"450","ON","London","Fanshawe Conservation Area","LD5",2022,"44736",24,43.05366667,-81.1752,0,0,0,0,"4.0999999999999996","3.3","87.495999999999995"
"451","ON","London","Fanshawe Conservation Area","LD5",2022,"44736",32,43.04746667,-81.1748,0,0,0,0,"0.4","2.7","100"
"452","ON","London","Fanshawe Conservation Area","LD5",2022,"44736",40,43.04735,-81.17735,0,0,0,0,"1.5","3","100"
"453","ON","London","Fanshawe Conservation Area","LD5",2022,"44736",48,43.05568333,-81.17896667,0,0,0,0,"1.5","3.1","41.647999999999996"
"454","ON","London","Fanshawe Conservation Area","LD5",2022,"44736",56,43.05518333,-81.17618333,0,0,0,0,"3","5.6","87.495999999999995"
"455","ON","London","Fanshawe Conservation Area","LD5",2022,"44736",64,43.0537,-81.17521667,0,0,0,0,"3.5","2.4","83.328000000000003"
"456","ON","London","Fanshawe Conservation Area","LD5",2022,"44736",72,43.0477,-81.17488333,0,0,0,0,"0.5","1.7","49.983999999999995"
"457","ON","London","Fanshawe Conservation Area","LD5",2022,"44736",80,43.04728333,-81.1773,0,0,0,0,"1.8","3.8","66.656000000000006"
"458","ON","Peterborough","Ken Reid Conservation Area","PT1",2022,"44749",8,44.40491667,-78.76841667,0,0,0,0,"2.7","3.5","45.815999999999995"
"459","ON","Peterborough","Ken Reid Conservation Area","PT1",2022,"44749",16,44.40368333,-78.76788333,0,0,1,0,"2.2999999999999998","2.7","0"
"460","ON","Peterborough","Ken Reid Conservation Area","PT1",2022,"44749",24,44.40288333,-78.77038333,0,0,0,0,"2.2999999999999998","2.2999999999999998","83.328000000000003"
"461","ON","Peterborough","Ken Reid Conservation Area","PT1",2022,"44749",32,44.4025,-78.7729,0,0,0,0,"3.3","3.7","66.656000000000006"
"462","ON","Peterborough","Ken Reid Conservation Area","PT1",2022,"44749",40,44.4041,-78.77283333,0,0,0,0,"1.7","3.7","83.328000000000003"
"463","ON","Peterborough","Ken Reid Conservation Area","PT1",2022,"44749",48,44.40496667,-78.7685,0,0,0,0,"3.4","3.8","29.143999999999991"
"464","ON","Peterborough","Ken Reid Conservation Area","PT1",2022,"44749",56,44.40365,-78.76798333,0,0,0,0,"3.8","3.8","37.479999999999997"
"465","ON","Peterborough","Ken Reid Conservation Area","PT1",2022,"44749",64,44.40286667,-78.77041667,0,0,0,0,"3.3","4","91.664000000000001"
"466","ON","Peterborough","Ken Reid Conservation Area","PT1",2022,"44749",72,44.40253333,-78.77288333,0,0,0,0,"2.9","5.7","100"
"467","ON","Peterborough","Ken Reid Conservation Area","PT1",2022,"44749",80,44.40398333,-79.77273333,0,0,0,0,"2.1","6.3","100"
"468","ON","Peterborough","Windy Ridge Conservation Area","PT2",2022,"44739",8,44.26851667,-78.60716667,0,0,0,0,"1.6","1","0"
"469","ON","Peterborough","Windy Ridge Conservation Area","PT2",2022,"44739",16,44.267,-78.60523333,0,0,0,0,"4.0999999999999996","2.5","0"
"470","ON","Peterborough","Windy Ridge Conservation Area","PT2",2022,"44739",24,44.2675,-78.60315,0,0,0,0,"4","3.8","100"
"471","ON","Peterborough","Windy Ridge Conservation Area","PT2",2022,"44739",32,44.26851667,-78.60716667,0,0,0,0,"2.2999999999999998","0.7","0"
"472","ON","Peterborough","Windy Ridge Conservation Area","PT2",2022,"44739",40,44.267,-78.60523333,0,0,0,0,"2","2","0"
"473","ON","Peterborough","Windy Ridge Conservation Area","PT2",2022,"44739",48,44.2675,-78.60315,0,0,0,0,"2","2","66.656000000000006"
"474","ON","Peterborough","Windy Ridge Conservation Area","PT2",2022,"44739",56,44.2685,-78.60731667,0,0,0,0,"2","1","0"
"475","ON","Peterborough","Windy Ridge Conservation Area","PT2",2022,"44739",64,44.26698333,-78.6051,0,0,0,0,"0.8","2.5","0"
"476","ON","Peterborough","Windy Ridge Conservation Area","PT2",2022,"44739",72,44.26753333,-78.60313333,0,0,0,0,"3","2","91.664000000000001"
"477","ON","Peterborough","Windy Ridge Conservation Area","PT2",2022,"44739",80,44.26755,-78.60315,0,0,0,0,"2.6","1.7","66.656000000000006"
"478","ON","Peterborough","Jackson Creek Conservation Area","PT3",2022,"44748",8,44.3135,-78.34216667,0,0,0,0,"2.7","3.3","79.16"
"479","ON","Peterborough","Jackson Creek Conservation Area","PT3",2022,"44748",16,44.3119,-78.33995,0,0,1,0,"4.5","6.3","95.831999999999994"
"480","ON","Peterborough","Jackson Creek Conservation Area","PT3",2022,"44748",24,44.3122,-78.33935,0,0,0,0,"3.1","6.5","100"
"481","ON","Peterborough","Jackson Creek Conservation Area","PT3",2022,"44748",32,44.31403333,-78.34105,0,0,0,0,"1.9","4.7","100"
"482","ON","Peterborough","Jackson Creek Conservation Area","PT3",2022,"44748",40,44.31451667,-78.34206667,0,0,0,0,"3.1","2.5","74.99199999999999"
"483","ON","Peterborough","Jackson Creek Conservation Area","PT3",2022,"44748",48,44.31338333,-78.34193333,0,0,0,0,"1","5.3","66.656000000000006"
"484","ON","Peterborough","Jackson Creek Conservation Area","PT3",2022,"44748",56,44.3119,-78.34001667,0,0,0,0,"2.2999999999999998","4.2","83.328000000000003"
"485","ON","Peterborough","Jackson Creek Conservation Area","PT3",2022,"44748",64,44.31221667,-78.33916667,0,0,0,0,"1.2","4.7","87.495999999999995"
"486","ON","Peterborough","Jackson Creek Conservation Area","PT3",2022,"44748",72,44.31388333,-78.34086667,0,0,0,0,"1.7","5.2","83.328000000000003"
"487","ON","Peterborough","Jackson Creek Conservation Area","PT3",2022,"44748",80,44.31453333,-78.34211667,0,0,0,0,"1.3","2.5","66.656000000000006"
"488","ON","Peterborough","Mark S. Burham Provincial Park","PT4",2022,"N/A",8,NA,NA,NA,NA,NA,NA,"N/A","N/A","N/A"
"489","ON","Peterborough","Mark S. Burham Provincial Park","PT4",2022,"N/A",16,NA,NA,NA,NA,NA,NA,"N/A","N/A","N/A"
"490","ON","Peterborough","Mark S. Burham Provincial Park","PT4",2022,"N/A",24,NA,NA,NA,NA,NA,NA,"N/A","N/A","N/A"
"491","ON","Peterborough","Mark S. Burham Provincial Park","PT4",2022,"N/A",32,NA,NA,NA,NA,NA,NA,"N/A","N/A","N/A"
"492","ON","Peterborough","Mark S. Burham Provincial Park","PT4",2022,"N/A",40,NA,NA,NA,NA,NA,NA,"N/A","N/A","N/A"
"493","ON","Peterborough","Mark S. Burham Provincial Park","PT4",2022,"N/A",48,NA,NA,NA,NA,NA,NA,"N/A","N/A","N/A"
"494","ON","Peterborough","Mark S. Burham Provincial Park","PT4",2022,"N/A",56,NA,NA,NA,NA,NA,NA,"N/A","N/A","N/A"
"495","ON","Peterborough","Mark S. Burham Provincial Park","PT4",2022,"N/A",64,NA,NA,NA,NA,NA,NA,"N/A","N/A","N/A"
"496","ON","Peterborough","Mark S. Burham Provincial Park","PT4",2022,"N/A",72,NA,NA,NA,NA,NA,NA,"N/A","N/A","N/A"
"497","ON","Peterborough","Mark S. Burham Provincial Park","PT4",2022,"N/A",80,NA,NA,NA,NA,NA,NA,"N/A","N/A","N/A"
"498","ON","Peterborough","Selwyn Creek Conservation Area","PT5",2022,"44748",8,44.47728333,-78.34131667,0,0,0,0,"3.3","5.7","0"
"499","ON","Peterborough","Selwyn Creek Conservation Area","PT5",2022,"44748",16,44.4746,-78.34056667,0,0,0,0,"1.3","7.7","0"
"500","ON","Peterborough","Selwyn Creek Conservation Area","PT5",2022,"44748",24,44.48321667,-78.34146667,0,0,1,0,"2.7","5.3","79.16"
"501","ON","Peterborough","Selwyn Creek Conservation Area","PT5",2022,"44748",32,44.48098333,-78.3418,0,0,0,0,"3.7","5.7","83.328000000000003"
"502","ON","Peterborough","Selwyn Creek Conservation Area","PT5",2022,"44748",40,44.48131667,-78.3442,0,0,1,0,"2.7","5.7","83.328000000000003"
"503","ON","Peterborough","Selwyn Creek Conservation Area","PT5",2022,"44748",48,44.47736667,-78.34403333,0,0,0,0,"1.4","7","58.32"
"504","ON","Peterborough","Selwyn Creek Conservation Area","PT5",2022,"44748",56,44.4746,-78.34126667,0,0,0,0,"3.2","7.8","29.143999999999991"
"505","ON","Peterborough","Selwyn Creek Conservation Area","PT5",2022,"44748",64,44.47978333,-78.34645,0,0,0,0,"4.7","5.2","95.831999999999994"
"506","ON","Peterborough","Selwyn Creek Conservation Area","PT5",2022,"44748",72,44.48098333,-78.34765,0,0,0,0,"4.0999999999999996","6.2","100"
"507","ON","Peterborough","Selwyn Creek Conservation Area","PT5",2022,"44748",80,44.48131667,-78.34798333,0,0,0,0,"4.3","5.3","100"
"508",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,"8","4",NA
"509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","ON","Hamilton","Belwood Lake Conservation Area","HM1",2023,"June 14th, 2023",8,43.44018,-80.205,0,0,0,0,"0","5.8","66.656"
"511","ON","Hamilton","Belwood Lake Conservation Area","HM1",2023,"June 14th, 2023",16,43.4399,-80.20649,0,0,0,0,"0","6.9","93.748"
"512","ON","Hamilton","Belwood Lake Conservation Area","HM1",2023,"June 14th, 2023",24,43.44079,-80.20637,0,0,0,0,"0","6","95.832"
"513","ON","Hamilton","Belwood Lake Conservation Area","HM1",2023,"June 14th, 2023",32,43.44155,-80.20612,0,0,0,0,"0","5.1","83.328"
"514","ON","Hamilton","Belwood Lake Conservation Area","HM1",2023,"June 14th, 2023",40,43.44088,-80.20516,0,0,0,0,"0","6","70.824"
"515","ON","Hamilton","Belwood Lake Conservation Area","HM1",2023,"June 14th, 2023",48,43.73329,-80.34193,0,0,0,0,"0.5","6","77.076"
"516","ON","Hamilton","Belwood Lake Conservation Area","HM1",2023,"June 14th, 2023",56,43.73303,-80.3441,0,0,0,0,"0","7","49.984"
"517","ON","Hamilton","Belwood Lake Conservation Area","HM1",2023,"June 14th, 2023",64,43.7345,-80.34408,0,0,0,0,"0","4","66.656"
"518","ON","Hamilton","Belwood Lake Conservation Area","HM1",2023,"June 14th, 2023",72,43.73579,-80.34322,0,0,0,0,"0.5","4.3","100"
"519","ON","Hamilton","Belwood Lake Conservation Area","HM1",2023,"June 14th, 2023",80,43.73486,-80.34186,0,0,0,0,"0.5","6.3","95.832"
"520","ON","Hamilton","Pinehurst Conservation Area","HM2",2023,"July 13th, 2023",8,43.15968,-80.23222,0,0,0,0,"3","7.1","83.328"
"521","ON","Hamilton","Pinehurst Conservation Area","HM2",2023,"July 13th, 2023",16,43.15916,-80.2311,0,0,0,0,"1.5","7","97.916"
"522","ON","Hamilton","Pinehurst Conservation Area","HM2",2023,"July 13th, 2023",24,43.15783,-80.23144,0,0,0,0,"0","4","29.144"
"523","ON","Hamilton","Pinehurst Conservation Area","HM2",2023,"July 13th, 2023",32,43.15728,-80.23047,0,0,0,1,"3","9.5","94.79"
"524","ON","Hamilton","Pinehurst Conservation Area","HM2",2023,"July 13th, 2023",40,43.15821,-80.23053,0,0,0,0,"3.5","5","95.832"
"525","ON","Hamilton","Pinehurst Conservation Area","HM2",2023,"July 13th, 2023",48,43.26623,-80.38706,0,0,0,0,"1","5","98.958"
"526","ON","Hamilton","Pinehurst Conservation Area","HM2",2023,"July 13th, 2023",56,43.26518,-80.38522,0,0,0,0,"2","5.3","93.748"
"527","ON","Hamilton","Pinehurst Conservation Area","HM2",2023,"July 13th, 2023",64,43.2629,-80.38572,0,0,0,0,"0","5.3","18.724"
"528","ON","Hamilton","Pinehurst Conservation Area","HM2",2023,"July 13th, 2023",72,43.26202,-80.3842,0,0,0,0,"0.5","5.6","98.958"
"529","ON","Hamilton","Pinehurst Conservation Area","HM2",2023,"July 13th, 2023",80,43.26387,-80.38412,0,0,0,0,"1","6.3","98.958"
"530","ON","Hamilton","Hilton Falls Conservation Area","HM3",2023,"May 16th, 2023",8,43.30458,-79.58005,0,0,0,0,"8.5","5.5","87.496"
"531","ON","Hamilton","Hilton Falls Conservation Area","HM3",2023,"May 16th, 2023",16,43.30487,-79.5809,0,0,0,0,"8.8","4","87.496"
"532","ON","Hamilton","Hilton Falls Conservation Area","HM3",2023,"May 16th, 2023",24,43.3044,-79.582,0,0,0,0,"9.5","5.1","91.664"
"533","ON","Hamilton","Hilton Falls Conservation Area","HM3",2023,"May 16th, 2023",32,43.30383,-79.58296,0,0,0,0,"10","4","92.706"
"534","ON","Hamilton","Hilton Falls Conservation Area","HM3",2023,"May 16th, 2023",40,43.30326,-79.58353,0,0,0,0,"5","5.1","88.538"
"535","ON","Hamilton","Hilton Falls Conservation Area","HM3",2023,"May 16th, 2023",48,43.3045,-79.58002,0,0,0,0,"4","3.8","43.732"
"536","ON","Hamilton","Hilton Falls Conservation Area","HM3",2023,"May 16th, 2023",56,43.30481,-79.58091,0,0,0,0,"6","8","86.454"
"537","ON","Hamilton","Hilton Falls Conservation Area","HM3",2023,"May 16th, 2023",64,43.30487,-79.581,0,0,0,0,"3","7.6","72.908"
"538","ON","Hamilton","Hilton Falls Conservation Area","HM3",2023,"May 16th, 2023",72,43.30385,-79.58256,0,0,0,1,"3","3.3","95.832"
"539","ON","Hamilton","Hilton Falls Conservation Area","HM3",2023,"May 16th, 2023",80,43.30322,-79.58375,0,0,0,0,"3","7.6","83.328"
"540","ON","Hamilton","Preservation Park","HM4",2023,"May 30th, 2023",8,43.30639,-80.1326,0,0,0,0,"4","8","96.874"
"541","ON","Hamilton","Preservation Park","HM4",2023,"May 30th, 2023",16,43.30563,-80.13163,0,0,0,0,"1.5","3.5","94.79"
"542","ON","Hamilton","Preservation Park","HM4",2023,"May 30th, 2023",24,43.30471,-80.12975,0,0,0,0,"5","5","97.916"
"543","ON","Hamilton","Preservation Park","HM4",2023,"May 30th, 2023",32,43.40166,-80.13344,0,0,0,0,"0","3.5","79.16"
"544","ON","Hamilton","Preservation Park","HM4",2023,"May 30th, 2023",40,43.30182,-80.1364,0,0,0,0,"0","1.7","0"
"545","ON","Hamilton","Preservation Park","HM4",2023,"May 30th, 2023",48,43.51063,-80.22146,0,0,0,0,"3","6.3","94.79"
"546","ON","Hamilton","Preservation Park","HM4",2023,"May 30th, 2023",56,43.50926,-80.21626,0,0,0,0,"1","4","95.832"
"547","ON","Hamilton","Preservation Park","HM4",2023,"May 30th, 2023",64,43.5078,-80.21928,0,0,0,0,"1","5","94.79"
"548","ON","Hamilton","Preservation Park","HM4",2023,"May 30th, 2023",72,43.50243,-80.22221,0,0,0,0,"0","3.3","18.724"
"549","ON","Hamilton","Preservation Park","HM4",2023,"May 30th, 2023",80,43.50305,-80.22723,0,0,0,0,"0","4","0"
"550","ON","Hamilton","Valens Conservation Area","HM5",2023,"May 17th, 2023",8,43.23002,-80.08729,0,0,0,1,"1","4.4","24.976"
"551","ON","Hamilton","Valens Conservation Area","HM5",2023,"May 17th, 2023",16,42.23018,-80.0865,0,0,0,0,"4","6.1","0"
"552","ON","Hamilton","Valens Conservation Area","HM5",2023,"May 17th, 2023",24,43.22993,-80.08589,0,0,0,0,"5","7.5","0"
"553","ON","Hamilton","Valens Conservation Area","HM5",2023,"May 17th, 2023",32,43.22991,-80.08811,0,0,0,0,"4","8.5","88.538"
"554","ON","Hamilton","Valens Conservation Area","HM5",2023,"May 17th, 2023",40,43.22905,-80.08673,0,0,0,0,"5.5","6.2","24.976"
"555","ON","Hamilton","Valens Conservation Area","HM5",2023,"May 17th, 2023",48,43.38396,-80.14547,0,0,1,0,"0","4.6","79.16"
"556","ON","Hamilton","Valens Conservation Area","HM5",2023,"May 17th, 2023",56,43.3835,-80.14409,0,0,0,1,"3","4.6","0"
"557","ON","Hamilton","Valens Conservation Area","HM5",2023,"May 17th, 2023",64,43.3837,-80.1425,0,0,0,0,"2","8","47.9"
"558","ON","Hamilton","Valens Conservation Area","HM5",2023,"May 17th, 2023",72,43.22989,-80.0879,0,0,0,0,"3","9.6","83.328"
"559","ON","Hamilton","Valens Conservation Area","HM5",2023,"May 17th, 2023",80,43.22901,-80.08657,0,0,0,0,"3","9.6","35.396"
"560","ON","Muskoka","Arrowhead Provincial Park","MU1",2023,"June 22nd, 2023",8,45.23259,-79.12095,0,0,0,0,"5.5","1","92.706"
"561","ON","Muskoka","Arrowhead Provincial Park","MU1",2023,"June 22nd, 2023",16,45.23102,-79.12201,0,0,0,0,"0.5","1","93.748"
"562","ON","Muskoka","Arrowhead Provincial Park","MU1",2023,"June 22nd, 2023",24,45.23015,-79.12372,0,0,0,0,"3","1.3","83.328"
"563","ON","Muskoka","Arrowhead Provincial Park","MU1",2023,"June 22nd, 2023",32,45.22953,-79.12544,0,0,0,0,"4","2.1","95.832"
"564","ON","Muskoka","Arrowhead Provincial Park","MU1",2023,"June 22nd, 2023",40,45.23042,-79.12403,0,0,0,0,"3","1.3","94.9984"
"565","ON","Muskoka","Arrowhead Provincial Park","MU1",2023,"June 22nd, 2023",48,45.38756,-79.20163,0,0,0,0,"1","1","100"
"566","ON","Muskoka","Arrowhead Provincial Park","MU1",2023,"June 22nd, 2023",56,45.38494,-79.20353,0,0,0,0,"2","1","97.916"
"567","ON","Muskoka","Arrowhead Provincial Park","MU1",2023,"June 22nd, 2023",64,45.38361,-79.20622,0,0,0,0,"0.5","2.6","86.454"
"568","ON","Muskoka","Arrowhead Provincial Park","MU1",2023,"June 22nd, 2023",72,45.38249,-79.20911,0,0,0,0,"1.5","1.3","98.958"
"569","ON","Muskoka","Arrowhead Provincial Park","MU1",2023,"June 22nd, 2023",80,45.3841,-79.20657,0,0,0,0,"1.5","1","100"
"570","ON","Muskoka","Hardy Lake Provincial Park","MU2",2023,"June 22nd, 2023",8,NA,-79.31287,0,0,0,0,"0.8","1","79.16"
"571","ON","Muskoka","Hardy Lake Provincial Park","MU2",2023,"June 22nd, 2023",16,45.00323,-79.31398,0,0,0,0,"3.5","2.5","92.706"
"572","ON","Muskoka","Hardy Lake Provincial Park","MU2",2023,"June 22nd, 2023",24,45.00363,-79.31481,0,0,0,0,"5.5","4","88.538"
"573","ON","Muskoka","Hardy Lake Provincial Park","MU2",2023,"June 22nd, 2023",32,45.00403,-79.31608,0,0,0,0,"3","1.7","85.412"
"574","ON","Muskoka","Hardy Lake Provincial Park","MU2",2023,"June 22nd, 2023",40,45.00429,-79.31728,0,0,0,0,"5","2.8","91.664"
"575","ON","Muskoka","Hardy Lake Provincial Park","MU2",2023,"June 22nd, 2023",48,45.00415,-79.52124,0,0,0,0,"0.5","1","89.58"
"576","ON","Muskoka","Hardy Lake Provincial Park","MU2",2023,"June 22nd, 2023",56,45.0055,-79.52338,0,0,0,0,"0","1","100"
"577","ON","Muskoka","Hardy Lake Provincial Park","MU2",2023,"June 22nd, 2023",64,45.00618,-79.52528,0,0,0,0,"0.5","3.6","91.664"
"578","ON","Muskoka","Hardy Lake Provincial Park","MU2",2023,"June 22nd, 2023",72,45.0069,-79.52671,0,0,0,0,"0","2","98.958"
"579","ON","Muskoka","Hardy Lake Provincial Park","MU2",2023,"June 22nd, 2023",80,45.00711,-79.52883,0,0,0,0,"0.5","2","98.958"
"580","ON","Muskoka","Killbear Provincial Park","MU3",2023,"June 21st, 2023",8,45.21358,-80.11698,0,0,0,0,"4","1.3","39.564"
"581","ON","Muskoka","Killbear Provincial Park","MU3",2023,"June 21st, 2023",16,45.21424,-80.11567,0,0,0,0,"6","3","95.832"
"582","ON","Muskoka","Killbear Provincial Park","MU3",2023,"June 21st, 2023",24,45.21514,-80.1146,0,0,0,0,"3.2","9","89.58"
"583","ON","Muskoka","Killbear Provincial Park","MU3",2023,"June 21st, 2023",32,45.21566,-80.11331,0,0,0,0,"0.5","1","93.748"
"584","ON","Muskoka","Killbear Provincial Park","MU3",2023,"June 21st, 2023",40,45.21671,-80.11177,0,0,0,0,"3.5","1.2","85.412"
"585","ON","Muskoka","Killbear Provincial Park","MU3",2023,"June 21st, 2023",48,45.356,-80.19508,0,0,0,0,"3","4","65.614"
"586","ON","Muskoka","Killbear Provincial Park","MU3",2023,"June 21st, 2023",56,45.35698,-80.1927,0,0,0,0,"3","4.3","95.832"
"587","ON","Muskoka","Killbear Provincial Park","MU3",2023,"June 21st, 2023",64,45.35698,-80.19093,0,0,0,0,"0.5","4.3","97.916"
